LegName--------	EtaLow---------	EtaHigh--------	PtLow----------	PtHigh---------	Efficiency-----	ErrorDown------	ErrorUp--------
DoubleMuTrail	1.500000	2.100000	41.000000	43.000000	0.909451	0.000518	0.000516
DoubleMuTrail	1.500000	2.100000	43.000000	45.000000	0.911538	0.000496	0.000432
DoubleMuTrail	1.500000	2.100000	45.000000	47.000000	0.913078	0.000544	0.000542
DoubleMuTrail	1.500000	2.100000	47.000000	50.000000	0.911809	0.000592	0.000589
DoubleMuTrail	1.500000	2.100000	50.000000	55.000000	0.915148	0.000771	0.000768
DoubleMuTrail	1.500000	2.100000	55.000000	60.000000	0.919376	0.001207	0.001200
DoubleMuTrail	1.500000	2.100000	60.000000	65.000000	0.919460	0.001708	0.001697
DoubleMuTrail	1.500000	2.100000	65.000000	70.000000	0.912850	0.002294	0.002279
DoubleMuTrail	1.500000	2.100000	70.000000	90.000000	0.917958	0.001881	0.001875
DoubleMuTrail	1.500000	2.100000	90.000000	9999.000000	0.948250	0.003885	0.003904
DoubleMuTrail	2.100000	2.500000	10.000000	11.000000	0.928724	0.040489	0.038336
DoubleMuTrail	2.100000	2.500000	11.000000	12.000000	0.870934	0.043872	0.040024
DoubleMuTrail	2.100000	2.500000	12.000000	13.000000	0.863163	0.027488	0.023363
DoubleMuTrail	2.100000	2.500000	13.000000	14.000000	0.894923	0.031001	0.029308
DoubleMuTrail	2.100000	2.500000	14.000000	15.000000	0.887362	0.025171	0.023258
DoubleMuTrail	2.100000	2.500000	15.000000	16.000000	0.868607	0.020326	0.019296
DoubleMuTrail	2.100000	2.500000	16.000000	17.000000	0.920739	0.018805	0.008502
DoubleMuTrail	2.100000	2.500000	17.000000	18.000000	0.927748	0.015755	0.016447
DoubleMuTrail	2.100000	2.500000	18.000000	19.000000	0.879346	0.012375	0.012803
DoubleMuTrail	2.100000	2.500000	19.000000	20.000000	0.914945	0.011547	0.011659
DoubleMuTrail	2.100000	2.500000	20.000000	21.000000	0.885647	0.009331	0.009518
DoubleMuTrail	2.100000	2.500000	21.000000	22.000000	0.895134	0.007315	0.008345
DoubleMuTrail	2.100000	2.500000	22.000000	23.000000	0.899524	0.006938	0.007009
DoubleMuTrail	2.100000	2.500000	23.000000	24.000000	0.889137	0.006167	0.005498
DoubleMuTrail	2.100000	2.500000	24.000000	25.000000	0.890277	0.005438	0.005449
DoubleMuTrail	2.100000	2.500000	25.000000	26.000000	0.892557	0.004775	0.003759
DoubleMuTrail	2.100000	2.500000	26.000000	27.000000	0.895357	0.004286	0.004276
DoubleMuTrail	2.100000	2.500000	27.000000	28.000000	0.899792	0.003943	0.003923
DoubleMuTrail	2.100000	2.500000	28.000000	29.000000	0.902797	0.003719	0.003692
DoubleMuTrail	2.100000	2.500000	29.000000	30.000000	0.898263	0.003407	0.003386
DoubleMuTrail	2.100000	2.500000	30.000000	31.000000	0.902866	0.003199	0.003177
DoubleMuTrail	2.100000	2.500000	31.000000	32.000000	0.904018	0.003017	0.002993
DoubleMuTrail	2.100000	2.500000	32.000000	33.000000	0.904115	0.002869	0.002845
DoubleMuTrail	2.100000	2.500000	33.000000	35.000000	0.907788	0.001848	0.001839
DoubleMuTrail	2.100000	2.500000	35.000000	37.000000	0.902494	0.001726	0.001714
DoubleMuTrail	2.100000	2.500000	37.000000	39.000000	0.900253	0.001608	0.001598
DoubleMuTrail	2.100000	2.500000	39.000000	41.000000	0.907258	0.001419	0.001410
DoubleMuTrail	2.100000	2.500000	41.000000	43.000000	0.910859	0.001292	0.001285
DoubleMuTrail	2.100000	2.500000	43.000000	45.000000	0.910966	0.001292	0.001283
DoubleMuTrail	2.100000	2.500000	45.000000	47.000000	0.914358	0.001436	0.001425
DoubleMuTrail	2.100000	2.500000	47.000000	50.000000	0.913675	0.001578	0.001568
DoubleMuTrail	2.100000	2.500000	50.000000	55.000000	0.918575	0.002847	0.002119
DoubleMuTrail	2.100000	2.500000	55.000000	60.000000	0.916724	0.003775	0.003772
DoubleMuTrail	2.100000	2.500000	60.000000	65.000000	0.922668	0.004405	0.005723
DoubleMuTrail	2.100000	2.500000	65.000000	70.000000	0.914133	0.007922	0.008021
DoubleMuTrail	2.100000	2.500000	70.000000	90.000000	0.910174	0.007120	0.007205
DoubleMuTrail	2.100000	2.500000	90.000000	9999.000000	0.980103	0.019266	0.000000
