-2.4	-2.1	10	13	0.92284	0.0536712	 0.052112
-2.1	-1.6	10	13	0.86138	0.0325945	 0.0380438
-1.6	-1.2	10	13	0.98684	0.00917521	 0.0175857
-1.2	-0.8	10	13	0.971034	0.0163078	 0.0256271
-0.8	-0.3	10	13	0.999998	2.3358e-06	 0.0453158
-0.3	-0.2	10	13	0.704093	0.12767	 0.155518
-0.2	0.2	10	13	1	0	 0.0713181
0.2	0.3	10	13	1	0	 0.370202
0.3	0.8	10	13	0.955604	0.0242013	 0.0376423
0.8	1.2	10	13	1	0	 0.0290522
1.2	1.6	10	13	0.952048	0.0302194	 0.0277468
1.6	2.1	10	13	0.932252	0.022003	 0.0275631
2.1	2.4	10	13	0.905791	0.0390624	 0.0525257
-2.4	-2.1	13	16	0.945948	0.0268886	 0.0332043
-2.1	-1.6	13	16	0.938622	0.0163884	 0.0197723
-1.6	-1.2	13	16	0.958438	0.0158091	 0.0210401
-1.2	-0.8	13	16	0.974217	0.0139304	 0.0180133
-0.8	-0.3	13	16	0.980292	0.0143683	 0.0206851
-0.3	-0.2	13	16	1	1.01161e-10	 0.05863
-0.2	0.2	13	16	0.941712	0.0317387	 0.0489853
0.2	0.3	13	16	0.837169	0.0859928	 0.101783
0.3	0.8	13	16	0.964014	0.0169651	 0.0249304
0.8	1.2	13	16	0.948797	0.0179636	 0.0232371
1.2	1.6	13	16	0.985022	0.00926573	 0.0139883
1.6	2.1	13	16	0.881276	0.0224116	 0.0252592
2.1	2.4	13	16	0.946015	0.0224032	 0.0302975
-2.4	-2.1	16	20	0.920008	0.0170722	 0.0197734
-2.1	-1.6	16	20	0.945146	0.0152395	 0.0167545
-1.6	-1.2	16	20	0.994588	0.00433477	 0.00509006
-1.2	-0.8	16	20	0.934242	0.0118678	 0.0137698
-0.8	-0.3	16	20	0.971449	0.00965761	 0.0119185
-0.3	-0.2	16	20	0.91695	0.0340565	 0.0454923
-0.2	0.2	16	20	0.987717	0.00675852	 0.0107631
0.2	0.3	16	20	0.827908	0.0555088	 0.0694808
0.3	0.8	16	20	0.990683	0.00439967	 0.00641006
0.8	1.2	16	20	0.946505	0.0150495	 0.0154721
1.2	1.6	16	20	0.987293	0.00609121	 0.00787021
1.6	2.1	16	20	0.935361	0.0119622	 0.0148218
2.1	2.4	16	20	0.933196	0.0184722	 0.0187239
-2.4	-2.1	20	25	0.922447	0.0146082	 0.0154175
-2.1	-1.6	20	25	0.933512	0.00807729	 0.00874531
-1.6	-1.2	20	25	0.991349	0.0039235	 0.0050492
-1.2	-0.8	20	25	0.950802	0.00885479	 0.00976014
-0.8	-0.3	20	25	0.985077	0.00419757	 0.00491707
-0.3	-0.2	20	25	0.888836	0.0238222	 0.0270275
-0.2	0.2	20	25	0.960757	0.00877764	 0.00960339
0.2	0.3	20	25	0.810639	0.0308246	 0.0337979
0.3	0.8	20	25	0.967808	0.00557364	 0.00633295
0.8	1.2	20	25	0.94191	0.0112354	 0.00946095
1.2	1.6	20	25	0.981053	0.00458078	 0.00547417
1.6	2.1	20	25	0.953421	0.00842442	 0.00922943
2.1	2.4	20	25	0.932614	0.0119663	 0.0131353
-2.4	-2.1	25	30	0.933487	0.00927324	 0.0101803
-2.1	-1.6	25	30	0.939579	0.00644901	 0.00689702
-1.6	-1.2	25	30	0.980428	0.00424486	 0.0048254
-1.2	-0.8	25	30	0.948998	0.00639263	 0.0069837
-0.8	-0.3	25	30	0.980348	0.00330233	 0.00371797
-0.3	-0.2	25	30	0.856119	0.0185059	 0.0199504
-0.2	0.2	25	30	0.976893	0.00423803	 0.00479381
0.2	0.3	25	30	0.816594	0.0201662	 0.0214671
0.3	0.8	25	30	0.983986	0.00302775	 0.0034086
0.8	1.2	25	30	0.933173	0.00715264	 0.00774406
1.2	1.6	25	30	0.981679	0.00461127	 0.00522354
1.6	2.1	25	30	0.938262	0.00762017	 0.00818235
2.1	2.4	25	30	0.937752	0.0110215	 0.0106338
-2.4	-2.1	30	50	0.938529	0.0044896	 0.00464306
-2.1	-1.6	30	50	0.920598	0.00314126	 0.00320271
-1.6	-1.2	30	50	0.985362	0.00124074	 0.00131709
-1.2	-0.8	30	50	0.943262	0.00232376	 0.00238035
-0.8	-0.3	30	50	0.978874	0.0012077	 0.00124918
-0.3	-0.2	30	50	0.841488	0.00660385	 0.00675862
-0.2	0.2	30	50	0.969289	0.00157377	 0.00162473
0.2	0.3	30	50	0.832709	0.00705127	 0.00723259
0.3	0.8	30	50	0.977552	0.00128031	 0.00130127
0.8	1.2	30	50	0.941952	0.00229522	 0.00236673
1.2	1.6	30	50	0.978165	0.00151071	 0.00158141
1.6	2.1	30	50	0.935475	0.0026967	 0.00270876
2.1	2.4	30	50	0.933296	0.000155061	 0.000155061
-2.4	-2.1	50	200	0.942458	0.00898927	 0.00952537
-2.1	-1.6	50	200	0.929051	0.00648035	 0.00674242
-1.6	-1.2	50	200	0.983947	0.00272003	 0.00296149
-1.2	-0.8	50	200	0.937719	0.00566987	 0.00773641
-0.8	-0.3	50	200	0.977179	0.00257159	 0.00277096
-0.3	-0.2	50	200	0.823124	0.0196343	 0.0190873
-0.2	0.2	50	200	0.971665	0.00321277	 0.00347966
0.2	0.3	50	200	0.829524	0.0157377	 0.0163585
0.3	0.8	50	200	0.981816	0.00230355	 0.0025123
0.8	1.2	50	200	0.934646	0.00509535	 0.00535311
1.2	1.6	50	200	0.981117	0.00279429	 0.00309651
1.6	2.1	50	200	0.939673	0.00522676	 0.00541999
2.1	2.4	50	200	0.935664	0.00911595	 0.00946717
